Name
AdjustConcurrency
AggressiveOpts
AggressiveUnboxing
AlignVector
AllowJNIEnvProxy
AllowNonVirtualCalls
AllowParallelDefineClass
AllowUserSignalHandlers
AlwaysActAsServerClassMachine
AlwaysCompileLoopMethods
AlwaysLockClassLoader
AlwaysPreTouch
AlwaysRestoreFPU
AlwaysTenure
AssertOnSuspendWaitFailure
AssumeMP
BindGCTaskThreadsToCPUs
BlockLayoutByFrequency
BlockLayoutRotateLoops
BlockOffsetArrayUseUnallocatedBlock
BranchOnRegister
BytecodeVerificationLocal
CICompileOSR
CSEArrayLength
CanonicalizeNodes
C1PatchInvokeDynamic
C1UpdateMethodData
CheckEndorsedAndExtDirs
CheckJNICalls
ClassUnloadingWithConcurrentMark
ClassUnloading
ClipInlining
CollectGen0First
CompactFields
CompilerThreadHintNoPreempt
ConvertCmpD2CmpF
ConvertFloat2IntClipping
ConvertYieldToSleep
CountLinearScan
CrashOnOutOfMemoryError
CriticalJNINatives
DebugInlinedCalls
DebugNonSafepoints
Debugging
DeferInitialCardMark
DeoptC1
DeoptimizeRandom
DisableAttachMechanism
DisableExplicitGC
DisablePrimordialThreadGuardPages
DoCEE
DoEscapeAnalysis
DontCompileHugeMethods
EagerXrunInit
EliminateAllocations
EliminateAutoBox
EliminateBlocks
EliminateFieldAccess
EliminateLocks
EliminateNestedLocks
EliminateNullChecks
EstimateArgEscape
ExitOnOutOfMemoryError
ExplicitGCInvokesConcurrentAndUnloadsClasses
ExplicitGCInvokesConcurrent
FLSAlwaysCoalesceLarge
FLSVerifyAllHeapReferences
FLSVerifyIndexTable
FLSVerifyLists
FailOverToOldVerifier
FastTLABRefill
FilterSpuriousWakeups
FoldStableValues
ForceDynamicNumberOfGCThreads
ForceTimeHighResolution
ForceUnreachable
G1EagerReclaimHumongousObjectsWithStaleRefs
G1EagerReclaimHumongousObjects
G1SummarizeConcMark
G1SummarizeRSetStats
G1UseAdaptiveConcRefinement
G1UseConcMarkReferenceProcessing
G1VerifyHeapRegionCodeRoots
G1VerifyRSetsDuringFullGC
GCLockerInvokesConcurrent
GCParallelVerificationEnabled
GenerateArrayStoreCheck
IdealizedNumerics
IncrementalInline
InlineSynchronizedMethods
Inline
InlineAccessors
InlineIntrinsics
InlineMethodsWithExceptionHandlers
InlineNIOCheckIndex
InlineObjectCopy
InlineReflectionGetCallerClass
InlineWarmCalls
InsertMemBarAfterArraycopy
InstallMethods
JNIDetachReleasesMonitors
LoadExecStackDllInVMThread
LoopUnswitching
ManagementServer
MaxFDLimit
MethodFlushing
MonitorInUseLists
MustCallLoadClassInternal
NeverTenure
OmitStackTraceInFastThrow
OptimizeExpensiveOps
OptimizeFill
OptimizePtrCompare
OptimizeStringConcat
OptimizeUnsafes
OptoBundling
OptoCoalesce
OptoNoExecute
OptoPeephole
OptoScheduling
PSChunkLargeArrays
ParGCTrimOverflow
ParGCUseLocalOverflow
ParallelGCRetainPLAB
ParallelGCVerbose
ParallelRefProcBalancingEnabled
ParallelRefProcEnabled
PartialPeelAtUnsignedTests
PartialPeelLoop
PatchALot
PerfAllowAtExitRegistration
PerfBypassFileSystemCheck
PerfDisableSharedMem
PoisonOSREntry
PreserveAllAnnotations
RangeCheckElimination
ReassociateInvariants
ReduceBulkZeroing
ReduceFieldZeroing
ReduceInitialCardMarks
ReduceSignalUsage
ReflectionWrapResolutionErrors
RegisterFinalizersAtInit
RelaxAccessControlCheck
RenumberLiveNodes
ResizeOldPLAB
ResizePLAB
RestoreMXCSROnJNICalls
RestrictContended
SafepointTimeout
ScavengeBeforeFullGC
SelectivePhiFunctions
SpecialArraysEquals
SpecialEncodeISOArray
SpecialStringCompareTo
SpecialStringEquals
SpecialStringIndexOf
SplitIfBlocks
StackTraceInThrowable
StressGCM
StressLCM
StressLdcRewrite
StressLinearScan
StressLoopInvariantCodeMotion
StressRangeCheckElimination
StressReflectiveCode
StringDeduplicationRehashALot
StringDeduplicationResizeALot
SubsumeLoads
TLABStats
ThreadPriorityVerbose
TimeLinearScan
TransmitErrorReport
TrustFinalNonStaticFields
UnlinkSymbolsALot
UnsyncloadClass
VerifyConnectionGraph
VerifyDUIterators
VerifyGraphEdges
VerifyHashTableKeys
VerifyIdealNodeCount
VerifyIterativeGVN
VerifyRegisterAllocator
VMThreadHintNoPreempt
WhiteBoxAPI
