Name
AggressiveHeap
AggressiveOpts
AggressiveUnboxing
AlignVector
AllowJNIEnvProxy
AllowNonVirtualCalls
AllowParallelDefineClass
AllowUserSignalHandlers
AllowVectorizeOnDemand
AlwaysActAsServerClassMachine
AlwaysAtomicAccesses
AlwaysCompileLoopMethods
AlwaysLockClassLoader
AlwaysPreTouch
AlwaysRestoreFPU
AlwaysSafeConstructors
AlwaysTenure
AssertOnSuspendWaitFailure
AssumeMP
BackgroundCompilation
BindCMSThreadToCPU
BindGCTaskThreadsToCPUs
BlockLayoutByFrequency
BlockLayoutRotateLoops
BlockOffsetArrayUseUnallocatedBlock
BranchOnRegister
BytecodeVerificationLocal
C1OptimizeVirtualCallProfiling
C1UpdateMethodData
CICompilerCountPerCPU
CMSAbortSemantics
CMSClassUnloadingEnabled
CMSCleanOnEnter
CMSConcurrentMTEnabled
CMSEdenChunksRecordAlways
CMSExtrapolateSweep
CMSLoopWarn
CMSOldPLABResizeQuicker
CMSPLABRecordAlways
CMSParallelInitialMarkEnabled
CMSParallelRemarkEnabled
CMSParallelSurvivorRemarkEnabled
CMSPrecleanRefLists1
CMSPrecleanRefLists2
CMSPrecleanSurvivors1
CMSPrecleanSurvivors2
CMSPrecleaningEnabled
CMSReplenishIntermediate
CMSScavengeBeforeRemark
CMSSplitIndexedFreeListBlocks
CMSYield
CalculateClassFingerprint
CheckIntrinsics
CheckJNICalls
ClassUnloadingWithConcurrentMark
ClassUnloading
ClipInlining
CompactFields
CompactStrings
CompilerDirectivesIgnoreCompileCommands
CompilerThreadHintNoPreempt
CrashOnOutOfMemoryError
CreateCoredumpOnCrash
CriticalJNINatives
DTraceAllocProbes
DTraceMethodProbes
DTraceMonitorProbes
DebugInlinedCalls
DebugNonSafepoints
Debugging
DeferInitialCardMark
DeoptimizeRandom
DisableAttachMechanism
DisableExplicitGC
DisablePrimordialThreadGuardPages
DoEscapeAnalysis
DoReserveCopyInSuperWord
DontCompileHugeMethods
DontYieldALot
DynamicallyResizeSystemDictionaries
EagerXrunInit
EliminateAllocations
EliminateAutoBox
EliminateLocks
EliminateNestedLocks
EnableContended
EnableDynamicAgentLoading
EpsilonElasticTLABDecay
EpsilonElasticTLAB
ErrorFileToStderr
ErrorFileToStdout
EstimateArgEscape
ExecutingUnitTests
ExitOnOutOfMemoryError
ExplicitGCInvokesConcurrent
ExtendedDTraceProbes
ExtensiveErrorReports
FLSAlwaysCoalesceLarge
FLSVerifyAllHeapReferences
FLSVerifyIndexTable
FLSVerifyLists
FailOverToOldVerifier
FilterSpuriousWakeups
FlightRecorder
FoldStableValues
ForceDynamicNumberOfGCThreads
ForceNUMA
ForceTimeHighResolution
ForceUnreachable
G1EagerReclaimHumongousObjectsWithStaleRefs
G1EagerReclaimHumongousObjects
G1PretouchAuxiliaryMemory
G1UseAdaptiveConcRefinement
G1UseAdaptiveIHOP
G1UseReferencePrecleaning
G1VerifyHeapRegionCodeRoots
G1VerifyRSetsDuringFullGC
GCLockerInvokesConcurrent
GCParallelVerificationEnabled
IdealizeClearArrayNode
IgnoreEmptyClassPaths
IgnoreUnrecognizedVMOptions
IgnoreUnverifiableClassesDuringDump
ImplicitNullChecks
IncrementalInline
InlineArrayCopy
InlineClassNatives
InlineMathNatives
InlineNIOCheckIndex
InlineNatives
InlineObjectCopy
InlineObjectHash
InlineReflectionGetCallerClass
InlineSynchronizedMethods
InlineThreadNatives
InlineUnsafeOps
Inline
InsertMemBarAfterArraycopy
JavaMonitorsInStackTrace
LIRFillDelaySlots
LoadExecStackDllInVMThread
LogCompilation
LogEvents
LogTouchedMethods
LogVMOutput
LoopUnswitching
ManagementServer
MaxFDLimit
MethodFlushing
MonitorInUseLists
NUMAStats
NeedsDeoptSuspend
NeverActAsServerClassMachine
NeverTenure
OmitStackTraceInFastThrow
OptimizeExpensiveOps
OptimizeFill
OptimizePtrCompare
OptimizeStringConcat
OptoBundling
OptoRegScheduling
OptoScheduling
OverrideVMProperties
PSChunkLargeArrays
ParGCTrimOverflow
ParGCUseLocalOverflow
ParallelRefProcBalancingEnabled
ParallelRefProcEnabled
PartialPeelAtUnsignedTests
PartialPeelLoop
PreferContainerQuotaForCPUCount
PreferInterpreterNativeStubs
PreserveAllAnnotations
PreserveFramePointer
RangeCheckElimination
ReassociateInvariants
ReduceBulkZeroing
ReduceFieldZeroing
ReduceInitialCardMarks
ReduceNumberOfCompilerThreads
ReduceSignalUsage
RegisterFinalizersAtInit
RelaxAccessControlCheck
ResizeOldPLAB
ResizePLAB
ResizeTLAB
RestoreMXCSROnJNICalls
RestrictContended
RestrictReservedStack
RewriteBytecodes
RewriteFrequentPairs
SafepointALot
SafepointTimeout
ScavengeBeforeFullGC
