Name
AdjustConcurrency
AggressiveHeap
AggressiveOpts
AggressiveUnboxing
AlignVector
AllowJNIEnvProxy
AllowNonVirtualCalls
AllowParallelDefineClass
AllowUserSignalHandlers
AlwaysActAsServerClassMachine
AlwaysCompileLoopMethods
AlwaysLockClassLoader
AlwaysPreTouch
AlwaysRestoreFPU
AlwaysTenure
AssertOnSuspendWaitFailure
AssumeMP
BindCMSThreadToCPU
BindGCTaskThreadsToCPUs
BlockLayoutByFrequency
BlockLayoutRotateLoops
BlockOffsetArrayUseUnallocatedBlock
BranchOnRegister
BytecodeVerificationLocal
C1OptimizeVirtualCallProfiling
C1PatchInvokeDynamic
C1UpdateMethodData
CICompilerCountPerCPU
CheckEndorsedAndExtDirs
CheckJNICalls
ClassUnloadingWithConcurrentMark
ClassUnloading
ClipInlining
CollectGen0First
CompactFields
CompilationWarmUpResolveClassEagerly
CompilerThreadHintNoPreempt
ConvertYieldToSleep
CrashOnOutOfMemoryError
CriticalJNINatives
DTraceAllocProbes
DTraceMethodProbes
DTraceMonitorProbes
DebugInlinedCalls
DebugNonSafepoints
Debugging
DeferInitialCardMark
DeoptimizeRandom
DisableAttachMechanism
DisableExplicitGC
DisablePrimordialThreadGuardPages
DoEscapeAnalysis
DontCompileHugeMethods
EagerXrunInit
EliminateAllocations
EliminateAutoBox
EliminateLocks
EliminateNestedLocks
EstimateArgEscape
ExitOnOutOfMemoryError
ExplicitGCInvokesConcurrentAndUnloadsClasses
ExplicitGCInvokesConcurrent
FLSAlwaysCoalesceLarge
FLSVerifyAllHeapReferences
FLSVerifyIndexTable
FLSVerifyLists
FailOverToOldVerifier
FastTLABRefill
FilterSpuriousWakeups
FlightRecorder
FoldStableValues
ForceDynamicNumberOfGCThreads
ForceNUMA
ForceTimeHighResolution
ForceUnreachable
GCLockerInvokesConcurrent
GCParallelVerificationEnabled
IgnoreEmptyClassPaths
IgnoreUnrecognizedVMOptions
IgnoreUnverifiableClassesDuringDump
IncrementalInline
InlineSynchronizedMethods
Inline
InsertMemBarAfterArraycopy
JNIDetachReleasesMonitors
JavaMonitorsInStackTrace
LazyBootClassLoader
LoopUnswitching
ManagementServer
MaxFDLimit
MethodFlushing
MonitorInUseLists
MustCallLoadClassInternal
NUMAStats
NeverTenure
OmitStackTraceInFastThrow
OptimizeExpensiveOps
OptimizeFill
OptimizePtrCompare
OptimizeStringConcat
PSChunkLargeArrays
ParallelGCRetainPLAB
ParallelGCVerbose
ParallelRefProcBalancingEnabled
ParallelRefProcEnabled
PartialPeelAtUnsignedTests
PartialPeelLoop
PerfAllowAtExitRegistration
PerfBypassFileSystemCheck
PerfDisableSharedMem
PreserveAllAnnotations
ProfileDynamicTypes
ProfileIntervals
ProfileVM
ProfilerRecordPC
RangeCheckElimination
ReassociateInvariants
ReduceBulkZeroing
ReduceFieldZeroing
ReduceInitialCardMarks
ReduceSignalUsage
ReflectionWrapResolutionErrors
RegisterFinalizersAtInit
RelaxAccessControlCheck
ResizeOldPLAB
ResizePLAB
RestoreMXCSROnJNICalls
RestrictContended
SafepointTimeout
ScavengeBeforeFullGC
SpecialEncodeISOArray
SplitIfBlocks
StackTraceInThrowable
StartAttachListener
StressGCM
StressLCM
StressLdcRewrite
StringDeduplicationRehashALot
StringDeduplicationResizeALot
TLABStats
ThreadPriorityVerbose
TimeLinearScan
TransmitErrorReport
TrustFinalNonStaticFields
UnlinkSymbolsALot
UnsyncloadClass
VMThreadHintNoPreempt
WhiteBoxAPI
